gw,managerid,gw_ftsy_rank,chip,grosspoints,netpoints,event_transfers,event_transfers_cost,points_on_bench,cumul_gross_score,cumul_net_score,squadvalue,bank,value,playerid,playername,playertype,team,short_team,global_own,player_event_points,bonus,minutes,positionid,orig_positionid,final_positionid,autosub,is_captain,capchk,is_vice_captain,multiplier,orig_multiplier,final_multiplier
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,36,Cash,DEF,Aston Villa,AVL,7.4,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,575,Van de Ven,DEF,Spurs,TOT,17.6,0,0,90,5,13,5,IN,FALSE,0,FALSE,1,0,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,449,Fernandes,MID,Man Utd,MUN,48,11,3,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,120,Schade,MID,Brentford,BRE,1.3,3,0,74,7,7,7,UNCH,FALSE,0,TRUE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,414,Foden,MID,Man City,MCI,7.8,15,3,90,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,10,10,10,UNCH,TRUE,1,FALSE,2,2,2
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,381,Salah,MID,Liverpool,LIV,15.2,0,0,0,13,5,13,OUT,FALSE,0,FALSE,0,1,0
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,72,Senesi,DEF,Bournemouth,BOU,22,2,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,1210837,18,freehit,68,68,0,0,3,860,852,102.9,2.4,105.3,252,Marc Guiu,FWD,Chelsea,CHE,5.2,0,0,0,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,32,Martinez,GKP,Aston Villa,AVL,4.4,7,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,36,Cash,DEF,Aston Villa,AVL,7.4,6,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,373,Virgil,DEF,Liverpool,LIV,31.5,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,403,Gvardiol,DEF,Man City,MCI,3.2,6,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,582,Kudus,MID,Spurs,TOT,9.1,8,1,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,414,Foden,MID,Man City,MCI,7.8,15,3,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,384,Gakpo,MID,Liverpool,LIV,5.6,14,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,8,8,8,UNCH,FALSE,0,TRUE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,499,Isak,FWD,Liverpool,LIV,3.8,7,1,67,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,10,10,10,UNCH,TRUE,1,FALSE,2,2,2
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,7,Calafiori,DEF,Arsenal,ARS,6,0,0,45,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,575,Van de Ven,DEF,Spurs,TOT,17.6,0,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,3915839,4,freehit,89,89,0,0,8,887,887,102.7,0.5,103.2,242,D-Hall,MID,Everton,EVE,7.9,7,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,101,Kelleher,GKP,Brentford,BRE,12,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,373,Virgil,DEF,Liverpool,LIV,31.5,6,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,505,Milenkovic,DEF,Nott'm Forest,NFO,3.3,1,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,53,Malen,MID,Aston Villa,AVL,0.4,3,0,74,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,449,Fernandes,MID,Man Utd,MUN,48,11,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,16,Saka,MID,Arsenal,ARS,11.6,5,0,90,8,8,8,UNCH,FALSE,0,TRUE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,414,Foden,MID,Man City,MCI,7.8,15,3,90,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,11,11,11,UNCH,TRUE,1,FALSE,2,2,2
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,8,J.Timber,DEF,Arsenal,ARS,15.2,2,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,242,D-Hall,MID,Everton,EVE,7.9,7,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,23301,38,wildcard,65,65,0,0,11,816,816,100.1,0,100.1,100,Kroupi.Jr,FWD,Bournemouth,BOU,7.6,1,0,10,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,32,Martinez,GKP,Aston Villa,AVL,4.4,7,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,36,Cash,DEF,Aston Villa,AVL,7.4,6,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,120,Schade,MID,Brentford,BRE,1.3,3,0,74,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,414,Foden,MID,Man City,MCI,7.8,15,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,668,Xhaka,MID,Sunderland,SUN,3.2,5,0,90,8,13,8,IN,FALSE,0,FALSE,1,0,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,283,Mateta,FWD,Crystal Palace,CRY,8.1,6,0,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,11,11,11,UNCH,TRUE,1,FALSE,2,2,2
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,381,Salah,MID,Liverpool,LIV,15.2,0,0,0,13,8,13,OUT,FALSE,0,TRUE,0,1,0
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,541,Reinildo,DEF,Sunderland,SUN,3,4,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,2932608,11,freehit,67,67,0,0,5,863,863,103.4,0.7,104.1,483,Pivas,DEF,Newcastle,NEW,0.4,0,0,0,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,220,Sanchez,GKP,Chelsea,CHE,10.3,3,0,90,1,12,1,IN,FALSE,0,FALSE,1,0,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,38,Konsa,DEF,Aston Villa,AVL,7,8,2,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,449,Fernandes,MID,Man Utd,MUN,48,11,3,90,5,5,5,UNCH,FALSE,0,TRUE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,82,Semenyo,MID,Bournemouth,BOU,46.2,1,0,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,299,Ndiaye,MID,Everton,EVE,4.7,2,0,79,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,21,Rice,MID,Arsenal,ARS,23.3,4,0,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,283,Mateta,FWD,Crystal Palace,CRY,8.1,6,0,90,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,10,10,10,UNCH,TRUE,1,FALSE,3,3,3
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,469,Pope,GKP,Newcastle,NEW,4.5,0,0,0,12,1,12,OUT,FALSE,0,FALSE,0,1,0
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,72,Senesi,DEF,Bournemouth,BOU,22,2,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,441,Dorgu,DEF,Man Utd,MUN,2.4,1,0,1,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,7461966,48,3xc,59,59,1,0,1,796,796,100.6,1.3,101.9,241,Caicedo,MID,Chelsea,CHE,7.1,-2,0,37,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,32,Martinez,GKP,Aston Villa,AVL,4.4,7,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,373,Virgil,DEF,Liverpool,LIV,31.5,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,106,Collins,DEF,Brentford,BRE,2.4,4,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,36,Cash,DEF,Aston Villa,AVL,7.4,6,0,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,414,Foden,MID,Man City,MCI,7.8,15,3,90,6,6,6,UNCH,FALSE,0,TRUE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,276,Devenny,MID,Crystal Palace,CRY,1.1,1,0,5,7,13,7,IN,FALSE,0,FALSE,1,0,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,120,Schade,MID,Brentford,BRE,1.3,3,0,74,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,10,10,10,UNCH,TRUE,1,FALSE,2,2,2
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,381,Salah,MID,Liverpool,LIV,15.2,0,0,0,13,7,13,OUT,FALSE,0,FALSE,0,1,0
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,252,Marc Guiu,FWD,Chelsea,CHE,5.2,0,0,0,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,5674706,32,freehit,66,66,0,0,4,823,823,102.3,0.4,102.7,191,Esteve,DEF,Burnley,BUR,7,3,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,1,Raya,GKP,Arsenal,ARS,36.4,3,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,8,J.Timber,DEF,Arsenal,ARS,15.2,2,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,449,Fernandes,MID,Man Utd,MUN,48,11,3,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,82,Semenyo,MID,Bournemouth,BOU,46.2,1,0,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,414,Foden,MID,Man City,MCI,7.8,15,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,160,Minteh,MID,Brighton,BHA,2.5,3,0,83,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,283,Mateta,FWD,Crystal Palace,CRY,8.1,6,0,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,TRUE,1,1,1
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,237,Enzo,MID,Chelsea,CHE,12.3,2,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,72,Senesi,DEF,Bournemouth,BOU,22,2,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,4832,23,na,63,63,3,0,6,843,843,103.5,0,103.5,347,Gudmundsson,DEF,Leeds,LEE,2.5,1,0,21,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,1,Raya,GKP,Arsenal,ARS,36.4,3,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,373,Virgil,DEF,Liverpool,LIV,31.5,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,317,Andersen,DEF,Fulham,FUL,2.8,4,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,16,Saka,MID,Arsenal,ARS,11.6,5,0,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,82,Semenyo,MID,Bournemouth,BOU,46.2,1,0,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,299,Ndiaye,MID,Everton,EVE,4.7,2,0,79,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,160,Minteh,MID,Brighton,BHA,2.5,3,0,83,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,10,10,10,UNCH,TRUE,1,FALSE,2,2,2
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,TRUE,1,1,1
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,470,Dubravka,GKP,Burnley,BUR,25.7,1,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,714,Woltemade,FWD,Newcastle,NEW,6.5,7,1,89,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,694,Mukiele,DEF,Sunderland,SUN,8.7,0,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,362952,19,na,45,45,1,0,13,851,851,102.2,0.3,102.5,476,Burn,DEF,Newcastle,NEW,3.6,5,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,32,Martinez,GKP,Aston Villa,AVL,4.4,7,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,36,Cash,DEF,Aston Villa,AVL,7.4,6,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,414,Foden,MID,Man City,MCI,7.8,15,3,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,120,Schade,MID,Brentford,BRE,1.3,3,0,74,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,7,7,7,UNCH,FALSE,0,TRUE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,267,Sarr,MID,Crystal Palace,CRY,5.6,1,0,37,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,283,Mateta,FWD,Crystal Palace,CRY,8.1,6,0,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,101,Kelleher,GKP,Brentford,BRE,12,2,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,299,Ndiaye,MID,Everton,EVE,4.7,2,0,79,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,575,Van de Ven,DEF,Spurs,TOT,17.6,0,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
13,3291082,38,freehit,63,63,0,0,6,816,816,102.4,0.1,102.5,8,J.Timber,DEF,Arsenal,ARS,15.2,2,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,32,Martinez,GKP,Aston Villa,AVL,4.4,7,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,256,Munoz,DEF,Crystal Palace,CRY,9.2,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,36,Cash,DEF,Aston Villa,AVL,7.4,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,411,O'Reilly,DEF,Man City,MCI,19.2,4,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,668,Xhaka,MID,Sunderland,SUN,3.2,5,0,90,5,13,5,IN,FALSE,0,FALSE,1,0,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,120,Schade,MID,Brentford,BRE,1.3,3,0,74,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,47,Rogers,MID,Aston Villa,AVL,20.2,3,0,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,417,Cherki,MID,Man City,MCI,17.4,4,0,15,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,430,Haaland,FWD,Man City,MCI,62.5,2,0,90,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
13,244895,44,freehit,56,56,0,0,9,806,806,103.3,0.3,103.6,136,Thiago,FWD,Brentford,BRE,30.2,13,3,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
